,0
4928,140162
4929,1658
4930,1833
4931,2176
4932,2511
4933,3339
4934,3494
4935,3766
4936,3950
4937,3980
4938,3981
4939,3985
4940,4047
4941,4265
4942,4338
4943,4353
4944,4355
4945,4407
4946,4880
4947,4945
4948,4947
4949,4957
4950,5066
4951,5425
4952,5968
4953,6056
4954,6078
4955,6441
4956,6617
4957,6652
4958,6664
4959,6724
4960,6812
4961,6961
4962,6966
4963,7027
4964,7307
4965,7889
4966,8387
4967,8589
4968,26007
4969,26240
4970,27837
4971,34321
4972,39231
4973,40959
4974,40973
4975,41863
4976,42728
4977,43921
4978,43936
4979,45442
4980,47640
4981,47810
4982,48319
4983,48414
4984,48783
4985,49284
4986,49396
4987,49793
4988,50798
4989,51077
4990,51412
4991,52321
4992,52694
4993,53207
4994,53919
4995,53993
4996,54075
4997,54881
4998,54999
4999,55241
5000,55250
5001,55267
5002,56156
5003,57532
5004,58162
5005,58743
5006,58839
5007,59103
5008,60503
5009,61986
5010,62113
5011,62792
5012,63222
5013,65216
5014,68205
5015,68848
5016,69306
5017,70984
5018,71156
5019,71211
5020,71518
5021,71530
5022,72405
5023,72489
5024,72762
5025,73101
5026,74111
5027,74139
5028,74532
5029,74795
5030,74948
5031,76210
5032,78467
5033,78729
5034,79057
5035,80126
5036,2492
5037,2827
5038,1044
5039,1942
5040,2494
5041,3011
5042,3350
5043,3733
5044,4427
5045,4555
5046,5051
5047,5202
5048,6753
5049,6765
5050,7771
5051,7836
5052,8094
5053,8907
5054,8947
5055,27820
5056,32031
5057,33669
5058,48326
5059,56885
5060,59018
5061,59590
5062,63808
5063,72733
5064,31116
5065,40
5066,1162
5067,87867
5068,104272
5069,129354
5070,158872
5071,1168
5072,3652
5073,4138
5074,5672
5075,6060
5076,6208
5077,6371
5078,8677
5079,8815
5080,8903
5081,38294
5082,43928
5083,44238
5084,44243
5085,52717
5086,53737
5087,56801
5088,56921
5089,57526
5090,62788
5091,65601
5092,67073
5093,67186
5094,70451
5095,71520
5096,72129
5097,72308
5098,72980
5099,73829
5100,77798
5101,78160
5102,78162
5103,78544
5104,1547
5105,1654
5106,1881
5107,2043
5108,2098
5109,4775
5110,6266
5111,650
5112,4224
5113,5612
5114,8188
5115,27461
5116,37380
5117,42011
5118,42721
5119,43912
5120,45506
5121,48877
5122,51037
5123,51931
5124,54738
5125,55284
5126,55577
5127,56700
5128,59715
5129,61262
5130,65813
5131,72142
5132,73929
5133,82244
5134,84952
5135,97280
5136,140267
5137,27608
5138,48744
5139,55282
5140,78574
5141,103075
5142,103659
5143,105213
5144,1739
5145,2905
5146,6448
5147,8859
5148,26547
5149,45412
5150,54290
5151,80617
5152,84312
5153,86644
5154,351
5155,312
5156,422
5157,513
5158,990
5159,1024
5160,56
5161,3183
5162,3185
5163,3840
5164,5048
5165,5529
5166,5969
5167,5990
5168,7379
5169,7448
5170,7484
5171,8496
5172,26344
5173,27478
5174,27839
5175,30850
5176,31553
5177,48518
5178,50064
5179,50658
5180,51520
5181,53349
5182,53406
5183,54768
5184,57873
5185,58315
5186,58485
5187,60338
5188,60766
5189,63853
5190,64249
5191,66066
5192,66639
5193,68519
5194,68522
5195,68793
5196,69606
5197,71876
5198,72601
5199,80139
5200,80350
5201,5319
5202,5893
5203,6066
5204,7236
5205,2089
5206,1255
5207,3053
5208,4741
5209,5414
5210,6012
5211,6882
5212,7366
5213,7439
5214,7782
5215,8512
5216,8576
5217,8604
5218,26386
5219,27193
5220,27905
5221,31221
5222,31660
5223,37830
5224,44197
5225,45728
5226,55232
5227,62956
5228,66297
5229,69830
5230,75985
5231,82744
5232,89470
5233,2236
5234,332
5235,3770
5236,3937
5237,4939
5238,5544
5239,6239
5240,6959
5241,7698
5242,8591
5243,26819
5244,33188
5245,44828
5246,54004
5247,57401
5248,58975
5249,2322
5250,2323
5251,2334
5252,2354
5253,2385
5254,384
5255,460
5256,701
5257,1355
5258,1713
5259,2562
5260,2887
5261,4390
5262,4792
5263,4885
5264,4962
5265,4974
5266,4989
5267,5531
5268,5665
5269,5678
5270,5824
5271,5942
5272,6014
5273,6196
5274,6265
5275,6280
5276,6687
5277,6794
5278,6888
5279,6958
5280,8495
5281,8605
5282,8860
5283,26462
5284,27180
5285,27368
5286,27793
5287,27828
5288,31420
5289,32017
5290,33164
5291,36289
5292,36931
5293,37720
5294,39400
5295,39435
5296,39715
5297,40614
5298,45106
5299,45501
5300,45662
5301,45666
5302,46337
5303,46865
5304,46948
5305,47044
5306,48322
5307,49282
5308,50806
5309,51088
5310,54732
5311,54775
5312,54908
5313,55363
5314,55955
5315,58105
5316,58146
5317,58306
5318,58655
5319,59429
5320,59594
5321,59900
5322,59908
5323,60126
5324,60753
5325,60941
5326,61729
5327,62394
5328,63436
5329,65133
5330,66798
5331,67534
5332,69644
5333,71252
5334,71668
5335,72696
5336,73804
5337,73876
5338,74944
5339,43
5340,571
5341,635
5342,1066
5343,1482
5344,1613
5345,2075
5346,2523
5347,2652
5348,2744
5349,2962
5350,3075
5351,3678
5352,3726
5353,4225
5354,4301
5355,5470
5356,3013
5357,7028
5358,7202
5359,7380
5360,7841
5361,7988
5362,8168
5363,8537
5364,8800
5365,9004
5366,26398
5367,26513
5368,27618
5369,27772
5370,30894
5371,31804
5372,34143
5373,34292
5374,42718
5375,43869
5376,45525
5377,51698
5378,51709
5379,52950
5380,54281
5381,55259
5382,56607
5383,57223
5384,57534
5385,57910
5386,58351
5387,60037
5388,60522
5389,60674
5390,61250
5391,62376
5392,63433
5393,66171
5394,67197
5395,67695
5396,69275
5397,69951
5398,72731
5399,72982
5400,74275
5401,76060
5402,76317
5403,77667
5404,79224
5405,79796
5406,81158
5407,84187
5408,84950
5409,85397
5410,86355
5411,89039
5412,90345
5413,90888
5414,91128
5415,91660
5416,91690
5417,91972
5418,93805
5419,95088
5420,95443
5421,97306
5422,97311
5423,97324
5424,98243
5425,98361
5426,99437
5427,100302
5428,100611
5429,101025
5430,101577
5431,102720
5432,103772
5433,104241
5434,104312
5435,105126
5436,105468
5437,105769
5438,106491
5439,108156
5440,110407
5441,111235
5442,111924
5443,112868
5444,113071
5445,113278
5446,113501
5447,114552
5448,115231
5449,115235
5450,125914
5451,126599
5452,135536
5453,142509
5454,143365
5455,148172
5456,152091
5457,164821
5458,166461
5459,166558
5460,166918
5461,167738
5462,168344
5463,168612
5464,170629
5465,170827
5466,173145
5467,173291
5468,174585
5469,184253
5470,96
5471,1574
5472,1875
5473,4405
5474,4423
5475,4464
5476,602
5477,715
5478,2071
5479,4108
5480,1631
5481,1692
5482,2448
5483,3454
5484,3898
5485,5131
5486,5532
5487,6567
5488,7365
5489,34332
5490,34334
5491,43917
5492,59392
5493,62834
5494,64116
5495,67295
5496,72356
5497,78774
5498,656
5499,801
5500,4414
5501,8811
5502,56949
5503,76127
5504,91671
5505,112515
5506,45981
5507,59105
5508,59126
5509,61123
5510,61348
5511,331
5512,824
5513,279
5514,668
5515,1809
5516,2925
5517,3134
5518,3621
5519,3629
5520,4194
5521,5304
5522,5498
5523,5794
5524,5825
5525,6460
5526,6509
5527,6530
5528,6643
5529,6669
5530,6783
5531,6818
5532,6858
5533,6896
5534,6981
5535,7126
5536,7206
5537,7238
5538,7486
5539,7587
5540,8239
5541,8516
5542,8602
5543,8620
5544,8724
5545,8785
5546,25771
5547,25805
5548,25898
5549,25963
5550,26082
5551,26208
5552,26699
5553,31950
5554,32460
5555,32892
5556,32906
5557,38159
5558,42217
5559,42783
5560,44657
5561,63676
5562,68874
5563,69516
5564,96966
5565,126090
5566,162738
5567,164949
5568,170355
5569,3204
5570,558
5571,3945
5572,49347
5573,51372
5574,177763
5575,149
5576,346
5577,705
5578,948
5579,1202
5580,1425
5581,1450
5582,1516
5583,1669
5584,1755
5585,2820
5586,3035
5587,3077
5588,3712
5589,3920
5590,4111
5591,7060
5592,7713
5593,7767
5594,25900
5595,26422
5596,96728
5597,111622
5598,87
5599,157
5600,295
5601,470
5602,476
5603,544
5604,892
5605,1612
5606,1752
5607,1854
5608,1897
5609,2084
5610,2119
5611,2152
5612,2241
5613,2249
5614,2374
5615,2577
5616,2796
5617,2816
5618,3179
5619,3208
5620,3281
5621,3512
5622,3693
5623,3764
5624,3835
5625,3881
5626,3901
5627,4012
5628,4080
5629,4100
5630,4126
5631,4209
5632,4221
5633,4228
5634,4293
5635,4345
5636,4478
5637,4483
5638,4487
5639,4512
5640,4531
5641,4636
5642,4686
5643,4757
5644,5080
5645,5106
5646,5140
5647,5226
5648,5258
5649,5297
5650,5308
5651,5341
5652,5442
5653,5460
5654,5461
5655,5525
5656,5589
5657,5843
5658,5875
5659,6001
5660,6153
5661,6159
5662,6193
5663,6215
5664,6223
5665,6252
5666,6319
5667,6370
5668,6533
5669,6670
5670,6679
5671,6705
5672,6735
5673,6798
5674,6810
5675,6850
5676,6864
5677,6881
5678,6974
5679,6997
5680,7005
5681,7016
5682,7101
5683,7104
5684,7198
5685,7566
5686,7618
5687,7624
5688,7716
5689,7815
5690,8196
5691,8378
5692,8575
5693,8833
5694,8884
5695,8967
5696,26366
5697,26550
5698,26688
5699,26712
5700,26726
5701,26838
5702,26870
5703,26871
5704,27020
5705,27022
5706,27664
5707,27685
5708,27758
5709,27850
5710,27867
5711,27884
5712,27912
5713,31694
5714,33672
5715,34528
5716,36477
5717,37731
5718,39444
5719,39703
5720,40946
5721,41724
5722,43652
5723,43914
5724,44397
5725,44729
5726,44761
5727,44788
5728,44929
5729,45028
5730,46772
5731,47793
5732,47978
5733,47999
5734,48560
5735,48638
5736,48856
5737,50189
5738,50742
5739,52767
5740,52867
5741,52952
5742,53024
5743,53189
5744,53318
5745,54190
5746,54256
5747,54934
5748,55031
5749,55207
5750,55272
5751,55419
5752,55851
5753,56563
5754,56715
5755,58301
5756,58404
5757,58992
5758,59022
5759,59143
5760,59404
5761,59604
5762,59607
5763,60291
5764,60382
5765,60948
5766,61246
5767,61678
5768,65802
5769,68536
5770,68659
5771,70687
5772,70728
5773,71129
5774,71282
5775,73266
5776,74152
5777,74452
5778,74573
5779,74791
5780,74916
5781,75440
5782,76763
5783,77233
5784,77455
5785,77629
5786,78034
5787,78209
5788,78633
5789,78703
5790,79428
5791,79677
5792,79684
5793,80693
5794,80928
5795,81417
5796,82173
5797,83506
5798,83976
5799,84414
5800,85016
5801,85780
5802,86628
5803,87234
5804,87485
5805,87529
5806,88127
5807,88672
5808,88812
5809,88837
5810,88954
5811,89170
5812,89343
5813,90603
5814,91134
5815,91470
5816,93512
5817,93855
5818,94478
5819,94503
5820,94841
5821,94896
5822,95207
5823,95307
5824,95309
5825,95583
5826,95720
5827,95873
5828,96110
5829,96150
5830,96314
5831,96367
5832,96411
5833,96432
5834,96467
5835,96488
5836,96612
5837,96616
5838,96811
5839,97328
5840,97673
5841,97860
5842,97866
5843,97908
5844,98122
5845,98124
5846,98836
5847,99110
5848,99149
5849,99728
5850,99813
5851,99996
5852,100617
5853,101088
5854,101283
5855,101525
5856,101761
5857,101850
5858,102481
5859,103233
5860,103277
5861,103444
5862,103541
5863,103801
5864,104078
5865,104339
5866,104419
5867,104875
5868,104881
5869,105037
5870,105755
5871,105835
5872,106197
5873,106220
5874,106841
5875,107117
5876,107910
5877,108715
5878,109157
5879,109181
5880,109740
5881,109895
5882,112421
5883,112450
5884,112582
5885,112946
5886,113159
5887,113394
5888,113696
5889,114074
5890,114265
5891,114277
5892,115122
5893,115170
5894,115502
5895,115881
5896,116161
5897,116799
5898,117511
5899,117517
5900,118354
5901,120807
5902,120815
5903,122902
5904,122940
5905,127206
5906,127390
5907,127441
5908,128975
5909,129362
5910,129781
5911,130956
5912,132555
5913,132888
5914,133645
5915,134248
5916,136469
5917,138104
5918,138230
5919,139090
5920,139106
5921,139757
5922,139855
5923,141846
5924,143387
5925,146196
5926,151113
5927,151759
5928,152083
5929,156371
5930,164540
5931,165119
5932,166532
5933,167746
5934,174815
5935,178061
5936,179133
5937,183909
5938,7313
5939,7354
5940,340
5941,685
5942,747
5943,3822
5944,5735
5945,5738
5946,5739
5947,5740
5948,6558
5949,8033
5950,8614
5951,36397
5952,42018
5953,50601
5954,238
5955,484
5956,182
5957,278
5958,418
5959,8526
5960,80
5961,645
5962,742
5963,1902
5964,1964
5965,2008
5966,2238
5967,2293
5968,2549
5969,2615
5970,2620
5971,2625
5972,2834
5973,2866
5974,3341
5975,3375
5976,3474
5977,3765
5978,60735
5979,93443
5980,93721
5981,127114
5982,133771
5983,134170
5984,187595
5985,1420
5986,1442
5987,1731
5988,2040
5989,2497
5990,2709
5991,3643
5992,782
5993,952
5994,1003
5995,1642
5996,2051
5997,2327
5998,2748
5999,2790
6000,2956
6001,3076
6002,3487
6003,3557
6004,3576
6005,3600
6006,3604
6007,3946
6008,4095
6009,4285
6010,4356
6011,4458
6012,4482
6013,4572
6014,4610
6015,4617
6016,4802
6017,4862
6018,4915
6019,4916
6020,4994
6021,5213
6022,5214
6023,5372
6024,5476
6025,5522
6026,5550
6027,5694
6028,5721
6029,5927
6030,6044
6031,6183
6032,6346
6033,6457
6034,6497
6035,6658
6036,6663
6037,6786
6038,6834
6039,6849
6040,7062
6041,7085
6042,7394
6043,8879
6044,8927
6045,25752
6046,26491
6047,51678
6048,7766
6049,7926
6050,9005
6051,691
6052,1703
6053,2883
6054,4187
6055,4217
6056,4462
6057,4767
6058,5404
6059,8261
6060,8574
6061,31156
6062,31160
6063,60806
6064,64285
6065,1592
6066,1869
6067,1976
6068,2283
6069,2296
6070,2506
6071,2691
6072,2899
6073,3873
6074,4164
6075,4296
6076,4515
6077,4614
6078,4695
6079,5122
6080,5238
6081,5357
6082,5696
6083,5732
6084,5940
6085,5958
6086,6033
6087,6639
6088,7845
6089,7846
6090,8634
6091,26116
6092,26199
6093,26285
6094,26750
6095,32862
6096,3103
6097,498
6098,1475
6099,1624
6100,1733
6101,1860
6102,1900
6103,1998
6104,2237
6105,2310
6106,2418
6107,2510
6108,2534
6109,3004
6110,3106
6111,3190
6112,3242
6113,3784
6114,5127
6115,251
6116,343
6117,2933
6118,1117
6119,2052
6120,2573
6121,3003
6122,4552
6123,4785
6124,5489
6125,5613
6126,5767
6127,5912
6128,6114
6129,7297
6130,7935
6131,8959
6132,26164
6133,26258
6134,26326
6135,27338
6136,32554
6137,32825
6138,32898
6139,33725
6140,44849
6141,45175
6142,47382
6143,53956
6144,55063
6145,55255
6146,55872
6147,56060
6148,56093
6149,57502
6150,58381
6151,61646
6152,62293
6153,62594
6154,64278
6155,65585
6156,66371
6157,67267
6158,68472
6159,70708
6160,70992
6161,71484
6162,72294
6163,73000
6164,74156
6165,74416
6166,76208
6167,77201
6168,77266
6169,77307
6170,79553
6171,81456
6172,81819
6173,83480
6174,86781
6175,87304
6176,88977
6177,90376
6178,90528
6179,90531
6180,91902
6181,92694
6182,94939
6183,96832
6184,97172
6185,97936
6186,99030
6187,99917
6188,100106
6189,101070
6190,102684
6191,105593
6192,108729
6193,110882
6194,111384
6195,113862
6196,118082
6197,118880
6198,118896
6199,121169
6200,128620
6201,136564
6202,139120
6203,139417
6204,140816
6205,140956
6206,142222
6207,142456
6208,143367
6209,143859
6210,147750
6211,155064
6212,156605
6213,157318
6214,159415
6215,159451
6216,161922
6217,162350
6218,166534
6219,167640
6220,168248
6221,168330
6222,168610
6223,169764
6224,177689
6225,178907
6226,181315
6227,182715
6228,183897
6229,8808
6230,8974
6231,44193
6232,69992
6233,77414
6234,90522
6235,6134
6236,262
6237,71
6238,126
6239,512
6240,709
6241,1497
6242,1606
6243,1646
6244,1826
6245,2048
6246,2106
6247,2166
6248,2196
6249,2306
6250,2568
6251,2681
6252,2835
6253,2886
6254,3316
6255,3444
6256,3673
6257,4092
6258,4104
6259,3694
6260,4109
6261,4277
6262,4284
6263,4317
6264,1069
6265,1337
6266,2102
6267,2653
6268,2892
6269,4064
6270,4065
6271,4274
6272,4404
6273,4438
6274,4811
6275,5184
6276,5475
6277,5495
6278,5552
6279,5717
6280,5847
6281,6257
6282,6271
6283,6387
6284,26249
6285,26294
6286,33451
6287,44633
6288,51277
6289,369
6290,638
6291,755
6292,806
6293,1683
6294,2441
6295,2590
6296,2870
6297,2927
6298,3045
6299,3403
6300,3425
6301,3579
6302,4290
6303,4312
6304,2205
6305,40826
6306,52579
6307,58047
6308,62155
6309,91079
6310,27251
6311,64993
6312,5955
6313,39414
6314,178
6315,1189
6316,1529
6317,1696
6318,1879
6319,2029
6320,2624
6321,2626
6322,2721
6323,2775
6324,2837
6325,3094
6326,3914
6327,4334
6328,4869
6329,5367
6330,5909
6331,7260
6332,7572
6333,7762
6334,8607
6335,26743
6336,27246
6337,27563
6338,30745
6339,31705
6340,32452
6341,32456
6342,32562
6343,33649
6344,37240
6345,40955
6346,49060
6347,91199
6348,1144
6349,1353
6350,1398
6351,2062
6352,2197
6353,3225
6354,3824
6355,3943
6356,4155
6357,4867
6358,5527
6359,2446
6360,2548
6361,2961
6362,3453
6363,3553
6364,4020
6365,4305
6366,4770
6367,3801
6368,139130
6369,301
6370,363
6371,1827
6372,1844
6373,2007
6374,2341
6375,2362
6376,3692
6377,4282
6378,4425
6379,4618
6380,4658
6381,4688
6382,3043
6383,3732
6384,1496
6385,3079
6386,5668
6387,6542
6388,7179
6389,26184
6390,26236
6391,27815
6392,54967
6393,56941
6394,64701
6395,68269
6396,75341
6397,68
6398,453
6399,1570
6400,1759
6401,1793
6402,2540
6403,2582
6404,2766
6405,2828
6406,3241
6407,3515
6408,3596
6409,211
6410,385
6411,753
6412,876
6413,1137
6414,1626
6415,1730
6416,1867
6417,2107
6418,2286
6419,2370
6420,1686
6421,4727
6422,239
6423,4179
6424,7453
6425,26122
6426,42730
6427,3142
6428,189
6429,67
6430,473
6431,511
6432,697
6433,779
6434,875
6435,1432
6436,1839
6437,1840
6438,2339
6439,2714
6440,3017
6441,3554
6442,3823
6443,3884
6444,3971
6445,3975
6446,4372
6447,4759
6448,6269
6449,6769
6450,6887
6451,26302
6452,51933
6453,83910
6454,99
6455,83134
6456,140713
6457,148671
6458,156387
6459,158528
6460,160271
6461,161131
6462,165603
6463,167370
6464,171315
6465,1791
6466,3760
6467,3912
6468,4157
6469,4273
6470,4819
6471,4824
6472,4909
6473,5028
6474,5146
6475,5485
6476,5607
6477,5890
6478,6100
6479,6442
6480,6668
6481,5108
6482,6290
6483,6695
6484,30816
6485,31427
6486,32914
6487,33085
6488,33499
6489,33646
6490,40581
6491,48142
6492,53827
6493,58376
6494,59258
6495,59725
6496,65088
6497,68952
6498,70293
6499,73015
6500,73319
6501,78316
6502,84273
6503,86548
6504,90620
6505,91094
6506,104944
6507,106441
6508,31435
6509,713
6510,827
6511,993
6512,1114
6513,1318
6514,7943
6515,6163
6516,8327
6517,8530
6518,27695
6519,33817
6520,41769
6521,47970
6522,50954
6523,51357
6524,56908
6525,59220
6526,61071
6527,71550
6528,1621
6529,58783
6530,99007
6531,2473
6532,6713
6533,52443
6534,93240
6535,101962
6536,5244
6537,1390
6538,394
6539,487
6540,842
6541,1523
6542,1565
6543,1670
6544,1973
6545,1978
6546,2061
6547,2483
6548,3119
6549,3563
6550,3587
6551,3908
6552,3956
6553,4166
6554,4250
6555,4266
6556,4336
6557,4437
6558,4496
6559,4794
6560,4818
6561,4868
6562,4997
6563,5081
6564,5198
6565,5323
6566,5609
6567,5663
6568,5853
6569,5949
6570,6140
6571,6185
6572,6210
6573,6219
6574,6379
6575,6506
6576,6714
6577,6723
6578,6782
6579,6801
6580,6803
6581,6805
6582,6806
6583,6950
6584,7006
6585,7102
6586,7115
6587,7209
6588,7284
6589,59421
6590,61465
6591,183
6592,220
6593,937
6594,4935
6595,5932
6596,6524
6597,7215
6598,7932
6599,7944
6600,8732
6601,33639
6602,47465
6603,70597
6604,71542
6605,71823
6606,81132
6607,83827
6608,93287
6609,2618
6610,6554
6611,228
6612,330
6613,424
6614,614
6615,1000
6616,1167
6617,1352
6618,1427
6619,1598
6620,1671
6621,1841
6622,1938
6623,2113
6624,2678
6625,3546
6626,3562
6627,3774
6628,3848
6629,3903
6630,4035
6631,4067
6632,4146
6633,13
6634,3992
6635,58554
6636,85020
6637,95543
6638,122890
6639,157296
6640,170875
6641,495
6642,6211
6643,6248
6644,6571
6645,6869
6646,7176
6647,7272
6648,7924
6649,8534
6650,52644
6651,62081
6652,70206
6653,71205
6654,71500
6655,75395
6656,84189
6657,110286
6658,112818
6659,115534
6660,115680
6661,142598
6662,149011
6663,151639
6664,151739
6665,164367
6666,168254
6667,175303
6668,5017
6669,7070
6670,141688
6671,389
6672,632
6673,670
6674,906
6675,1174
6676,2285
6677,2848
6678,3200
6679,3742
6680,4151
6681,4702
6682,5272
6683,5604
6684,5839
6685,5965
6686,6107
6687,6526
6688,6684
6689,7136
6690,7301
6691,3310
6692,7894
6693,25769
6694,25938
6695,4888
6696,5223
6697,5937
6698,6008
6699,6301
6700,7586
6701,8128
6702,8609
6703,27727
6704,31309
6705,34198
6706,34246
6707,42197
6708,44937
6709,48660
6710,49856
6711,52042
6712,55726
6713,57464
6714,60408
6715,62644
6716,64499
6717,65037
6718,65142
6719,66762
6720,71867
6721,80590
6722,86884
6723,92094
6724,94126
6725,97024
6726,98797
6727,100440
6728,102753
6729,102792
6730,106438
6731,106983
6732,108078
6733,113705
6734,130073
6735,134680
6736,2935
6737,91978
6738,96417
6739,103883
6740,165347
6741,6039
6742,6125
6743,6308
6744,6313
6745,6413
6746,6430
6747,6561
6748,6575
6749,6743
6750,6800
6751,759
6752,1325
6753,1328
6754,1336
6755,1433
6756,1623
6757,1655
6758,1977
6759,1987
6760,1993
6761,2368
6762,2461
6763,2516
6764,2614
6765,2637
6766,2669
6767,2670
6768,2782
6769,2785
6770,2856
6771,2868
6772,2902
6773,2979
6774,3021
6775,3490
6776,3572
6777,3597
6778,3663
6779,3665
6780,3666
6781,3938
6782,3939
6783,3940
6784,3942
6785,3961
6786,4097
6787,4213
6788,4222
6789,4430
6790,4514
6791,4517
6792,4633
6793,4652
6794,4697
6795,3042
6796,1575
6797,2937
6798,2050
6799,3326
6800,3465
6801,4219
6802,4476
6803,6357
6804,6528
6805,6779
6806,7375
6807,1785
6808,2839
6809,27768
6810,146
6811,962
6812,2056
6813,2077
6814,2101
6815,2460
6816,2661
6817,3139
6818,2451
6819,2659
6820,3343
6821,391
6822,2996
6823,7011
6824,51666
6825,4459
6826,425
6827,659
6828,751
6829,846
6830,1161
6831,2024
6832,2255
6833,2738
6834,2903
6835,3074
6836,3205
6837,3295
6838,3364
6839,3370
6840,3739
6841,4122
6842,4175
6843,4201
6844,4302
6845,4313
6846,4468
6847,4473
6848,4481
6849,4495
6850,4503
6851,4586
6852,4595
6853,4607
6854,4632
6855,4635
6856,4687
6857,4833
6858,4912
6859,4932
6860,4981
6861,4996
6862,5199
6863,5268
6864,5276
6865,5279
6866,5311
6867,5358
6868,5359
6869,5383
6870,5561
6871,5570
6872,5602
6873,5633
6874,5646
6875,5712
6876,5963
6877,5993
6878,6260
6879,6339
6880,6419
6881,6547
6882,6671
6883,6678
6884,6768
6885,6817
6886,7003
6887,7025
6888,7065
6889,7121
6890,7352
6891,7478
6892,7636
6893,7708
6894,7763
6895,7792
6896,8425
6897,8527
6898,8670
6899,8767
6900,8768
6901,8905
6902,25763
6903,25795
6904,25850
6905,26119
6906,26148
6907,26155
6908,26241
6909,26303
6910,26349
6911,26375
6912,26464
6913,26488
6914,26695
6915,27162
6916,31042
6917,31921
6918,31923
6919,34482
6920,35015
6921,48872
6922,49130
6923,72591
6924,4454
6925,1180
6926,5187
6927,2332
6928,4371
6929,7261
6930,68347
6931,83086
6932,84407
6933,85399
6934,94323
6935,95488
6936,103624
6937,109372
6938,112303
6939,112497
6940,127198
6941,128520
6942,137595
6943,151315
6944,157270
6945,157312
6946,4750
6947,6394
6948,8369
6949,8864
6950,26403
6951,27155
6952,27311
6953,44759
6954,50003
6955,55080
6956,60760
6957,60979
6958,61697
6959,66335
6960,70361
6961,79274
6962,87975
6963,89087
6964,91273
6965,935
6966,3475
6967,3606
6968,5022
6969,5120
6970,6254
6971,6650
6972,7055
6973,25923
6974,93988
6975,867
6976,5307
6977,7192
6978,1326
6979,5245
6980,5305
6981,5389
6982,5569
6983,5588
6984,5731
6985,5771
6986,5779
6987,6395
6988,6886
6989,7045
6990,7306
6991,7369
6992,7562
6993,7930
6994,8932
6995,27784
6996,32743
6997,33145
6998,36509
6999,38992
7000,44731
7001,44974
7002,45361
7003,48591
7004,50800
7005,51927
7006,53127
7007,53326
7008,53921
7009,54785
7010,57274
7011,57353
7012,57421
7013,57520
7014,57637
7015,58964
7016,59727
7017,60939
7018,62439
7019,63540
7020,63826
7021,65435
7022,65577
7023,65882
7024,66783
7025,67193
7026,67408
7027,67788
7028,69140
7029,70994
7030,72043
7031,72209
7032,72393
7033,72701
7034,72919
7035,73042
7036,74450
7037,74685
7038,74750
7039,75805
7040,78041
7041,78174
7042,80880
7043,81156
7044,81270
7045,82499
7046,82852
7047,84374
7048,86817
7049,88785
7050,2342
7051,6042
7052,2689
7053,8643
7054,26999
7055,78319
7056,85572
7057,88932
7058,101739
7059,110591
7060,135534
7061,176419
7062,177287
7063,179085
7064,184987
7065,185425
7066,5053
7067,2507
7068,467
7069,2477
7070,73681
7071,76173
7072,79987
7073,81383
7074,85354
7075,270
7076,2831
7077,3149
7078,1720
7079,2041
7080,2189
7081,2256
7082,2498
7083,2882
7084,3464
7085,3687
7086,3780
7087,3934
7088,85342
7089,963
7090,2044
7091,2049
7092,2095
7093,2177
7094,2417
7095,2536
7096,74754
7097,443
7098,944
7099,27
7100,1880
7101,2756
7102,6600
7103,27751
7104,86142
7105,26913
7106,27800
7107,39381
7108,58425
7109,62250
7110,67867
7111,68945
7112,26270
7113,26842
7114,98
7115,2646
7116,2649
7117,2650
7118,2665
7119,2666
7120,3058
7121,3340
7122,3658
7123,3933
7124,4942
7125,4943
7126,4982
7127,5290
7128,5981
7129,5983
7130,6657
7131,6748
7132,7069
7133,7079
7134,7208
7135,7302
7136,7891
7137,8447
7138,8521
7139,8690
7140,25737
7141,25741
7142,25744
7143,25777
7144,25793
7145,25798
7146,26365
7147,27798
7148,31079
7149,31270
7150,40491
7151,51287
7152,57041
7153,58297
7154,59935
7155,61401
7156,62383
7157,65868
7158,68099
7159,70862
7160,73268
7161,78967
7162,81520
7163,82242
7164,88699
7165,96062
7166,97194
7167,114242
7168,126426
7169,128320
7170,128944
7171,131050
7172,52462
7173,244
7174,1383
7175,2777
7176,283
7177,387
7178,510
7179,881
7180,3286
7181,3978
7182,5170
7183,5610
7184,5664
7185,6057
7186,6204
7187,6288
7188,6298
7189,7117
7190,7175
7191,27899
7192,32589
7193,37853
7194,44815
7195,49422
7196,57951
7197,65642
7198,67429
7199,68932
7200,69027
7201,69069
7202,70565
7203,70932
7204,71670
7205,71928
7206,72169
7207,72171
7208,72605
7209,73854
7210,74484
7211,74582
7212,77421
7213,77854
7214,79588
7215,80222
7216,81784
7217,84615
7218,84637
7219,84696
7220,84942
7221,85022
7222,86059
7223,86815
7224,88235
7225,88515
7226,89074
7227,89090
7228,89190
7229,89386
7230,89840
7231,89862
7232,90343
7233,90645
7234,90717
7235,90890
7236,90914
7237,91653
7238,91673
7239,91842
7240,92507
7241,92920
7242,93270
7243,93272
7244,93563
7245,93693
7246,93831
7247,93980
7248,93982
7249,94325
7250,94953
7251,95744
7252,95939
7253,96567
7254,96861
7255,97225
7256,97836
7257,101612
7258,101895
7259,106330
7260,107702
7261,108983
7262,109483
7263,109578
7264,109864
7265,110322
7266,110453
7267,110771
7268,111375
7269,111443
7270,111617
7271,112006
7272,112788
7273,113275
7274,113453
7275,113775
7276,115664
7277,116413
7278,118900
7279,118924
7280,118985
