,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
epoch_217,uid_166868,2746,8580,6247,31437,6197,6617,62801,109633,7787,104780,71106,7134
epoch_218,uid_128088,151605,2261,25850,4787,2517,55851,104712,8404,7311,71468,26078,13
epoch_218,uid_267455,65601,128604,93855,4916,99813,3074,6978,4473,1879,31437,6639,8689
epoch_218,uid_73381,3896,162600,929,7311,33288,6464,6822,177651,848,5022,6743,4218
epoch_218,uid_117628,162600,7311,74152,39869,26231,65601,48856,27879,82173,136020,127178,25866
epoch_218,uid_21453,3896,74152,7311,4218,48856,3405,65601,6597,33288,848,31437,8404
epoch_218,uid_229622,65601,7311,74152,4218,3896,32525,6464,162600,99813,33288,3074,136020
epoch_218,uid_167368,109864,26231,93855,39869,65601,162600,6464,102123,2181,8724,5561,5004
epoch_218,uid_21772,3896,3984,74152,25856,39869,48856,8404,6597,848,65601,6066,31437
epoch_218,uid_176555,3896,7311,136020,65601,6464,6011,102123,99813,3074,71106,5625,45175
epoch_218,uid_166868,156605,5625,75440,7311,162600,177651,6743,32525,65601,74152,46347,6464
epoch_219,uid_128088,961,98836,62336,7811,8290,109633,674,42009,27706,99813,58351,84395
epoch_219,uid_267455,102792,177651,79057,58376,6197,53406,3712,5022,65135,6668,81711,3789
epoch_219,uid_73381,99813,946,3964,80363,8815,141397,74504,119139,4211,39869,62374,91233
epoch_219,uid_117628,42009,84189,7371,6978,99813,3801,4334,25920,114635,33288,80363,6322
epoch_219,uid_21453,42009,4334,99813,6978,3801,85790,1879,3726,8522,25920,27251,80363
epoch_219,uid_229622,42009,7371,6978,88837,4334,6125,3726,48856,55555,79057,3144,80363
epoch_219,uid_167368,7371,48856,5538,1612,6834,104712,108715,2143,106762,102753,4334,6125
epoch_219,uid_21772,26750,42009,4334,27879,33288,62336,99813,25920,7311,7647,3726,80363
epoch_219,uid_176555,42009,83803,72395,88837,90603,120466,139090,84395,3203,3726,474,112171
epoch_219,uid_166868,114925,929,108715,80363,76210,120466,3801,3964,4389,32906,139090,99813
epoch_220,uid_128088,173941,93790,106438,33463,3600,55555,5460,3811,97280,60950,4357,88345
epoch_220,uid_267455,3811,3600,53024,1873,25920,87192,91500,91622,38886,79541,7763,72167
epoch_220,uid_73381,3175,4916,91622,97280,3811,63826,8504,72393,92498,7586,2321,130642
epoch_220,uid_117628,3600,3811,1873,53024,130642,163959,72167,3501,6337,3364,58351,97280
epoch_220,uid_21453,1873,130642,3600,3811,3364,53024,3501,97280,92498,4975,6639,91622
epoch_220,uid_229622,1873,3600,3364,5010,3811,6337,130642,8522,97280,92498,7586,91622
epoch_220,uid_167368,92498,53024,97280,7311,1873,130642,6639,63826,102792,3811,3501,74948
epoch_220,uid_21772,82173,3600,3811,53024,130642,6639,3364,91622,25771,95307,25927,92498
epoch_220,uid_176555,6639,127212,1651,101088,1948,97280,169164,53024,2048,2529,92498,72167
epoch_220,uid_166868,4975,8199,3456,339,3364,88345,91622,1651,92498,82173,6337,166946
epoch_221,uid_128088,2009,60487,173925,4278,3501,102753,101525,48326,5022,48560,25750,3008
epoch_221,uid_267455,769,110501,3569,139090,4458,2417,26208,85394,3501,112450,6436,7265
epoch_221,uid_73381,81847,769,79057,8933,27879,4191,82173,143385,2691,66934,69640,114635
epoch_221,uid_117628,769,110501,91500,25771,79057,25927,5189,4916,3519,4999,69640,8928
epoch_221,uid_21453,27879,769,91500,55555,79677,102753,82173,136020,4799,79057,101088,69640
epoch_221,uid_229622,769,91500,4799,1651,82173,25927,97908,4191,8928,110501,4458,3519
epoch_221,uid_167368,769,3569,3008,2803,110501,27879,33358,4191,69640,8183,26228,4799
epoch_221,uid_21772,769,136020,102753,101525,3569,929,27722,97280,3365,101088,4916,4799
epoch_221,uid_176555,769,4916,82173,7134,33138,91622,91571,110501,961,8695,3008,55555
epoch_221,uid_166868,26231,91500,25856,8522,27879,4334,174055,769,79677,4191,84189,5359
epoch_222,uid_128088,3155,74152,180297,4896,8196,25927,72395,33288,3405,5189,47629,80549
epoch_222,uid_267455,3144,97280,6743,2148,99305,25750,8291,149011,69640,157338,136020,7062
epoch_222,uid_73381,6011,143271,25920,37736,5561,674,102792,6442,3111,6337,3379,3969
epoch_222,uid_117628,135288,2691,8695,674,141397,143271,6197,25750,74504,6743,4787,6008
epoch_222,uid_21453,135288,143271,8695,6337,102792,52806,674,141397,74504,163959,1910,3379
epoch_222,uid_229622,52604,135288,674,141397,289,3379,25856,102792,4041,4541,1910,26840
epoch_222,uid_167368,135288,289,1879,1910,52604,4389,6743,81711,72395,674,4541,2148
epoch_222,uid_21772,143271,135288,4541,4787,141397,102792,2148,52287,4041,73321,6743,3501
epoch_222,uid_176555,6412,674,48856,179819,3364,85394,80126,97692,94677,141749,79293,53349
epoch_222,uid_166868,6011,102792,85394,7029,5561,97692,141397,73321,3379,3712,7289,26228
epoch_223,uid_128088,91134,4420,26587,175585,5033,94126,85780,139090,3364,52287,65601,1464
epoch_223,uid_267455,3801,150596,354,88235,418,2212,49647,3379,1184,5912,39869,105504
epoch_223,uid_73381,33725,25777,109895,102123,5663,44657,26887,354,101088,50912,2148,150596
epoch_223,uid_117628,2212,33725,150596,49932,2140,1059,109895,25777,102123,4458,354,1651
epoch_223,uid_21453,33725,2212,2148,150596,109895,25777,102123,1059,3365,151605,4458,1651
epoch_223,uid_229622,2212,25777,354,2148,102123,109895,31437,2417,5663,49932,2140,7713
epoch_223,uid_167368,354,150596,101074,3701,2678,49647,53349,6247,25805,160848,58303,25850
epoch_223,uid_21772,91500,49932,150596,109895,8928,354,2212,1059,4191,163959,1651,2140
epoch_223,uid_176555,5663,150596,87405,97908,151605,59105,101074,52806,2148,79057,143990,5337
epoch_223,uid_166868,25777,1068,52806,151605,97923,2212,97908,127212,3365,2148,5663,109895
epoch_224,uid_128088,53349,4503,72011,1382,33358,63826,39869,62970,74504,132555,77561,450
epoch_224,uid_267455,3250,84395,108715,74948,50912,85367,8724,6597,51498,961,52717,68522
epoch_224,uid_73381,4772,4787,7587,52717,95307,163959,4541,127178,339,280,62594,51498
epoch_224,uid_117628,7647,52717,4772,4541,339,25773,4799,26078,85394,95307,84395,49647
epoch_224,uid_21453,4541,4772,52717,339,71106,26078,39869,95307,84395,85394,127178,3167
epoch_224,uid_229622,163959,4772,84395,52717,95307,3801,5538,3167,85394,3929,26349,39869
epoch_224,uid_167368,50912,84395,26078,62801,52717,45175,101025,118466,32892,95307,55451,3929
epoch_224,uid_21772,4772,50912,3801,84395,52717,25773,58376,3250,6247,26078,25777,85394
epoch_224,uid_176555,4787,52717,50912,109425,39869,58376,106,3167,87192,26078,4772,33358
epoch_224,uid_166868,52717,280,62594,4772,4787,97280,3167,49647,102753,26078,7826,39869
epoch_225,uid_128088,3687,98017,32369,103235,4175,1910,5912,127146,2987,4355,51884,7713
epoch_225,uid_267455,49284,170355,90717,289,43,44657,109895,2528,4503,3726,62970,3167
epoch_225,uid_73381,1965,7713,6066,30812,3412,8656,4632,4420,1068,56671,1879,6735
epoch_225,uid_117628,1965,3789,1068,58376,92498,104712,8667,5297,7126,3008,1879,6125
epoch_225,uid_21453,6822,8928,3789,8656,122940,6743,1068,114635,440,5297,3412,72167
epoch_225,uid_229622,1965,6822,114635,127178,3789,1879,1068,7126,6008,6743,6066,8656
epoch_225,uid_167368,1965,91978,8928,6066,5912,72167,139855,122940,4007,97866,615,136020
epoch_225,uid_21772,6822,52806,7126,5297,1068,104712,3789,8183,1879,86880,6008,615
epoch_225,uid_176555,1965,3789,51498,6743,26887,8928,56671,58303,1068,8128,73268,30812
epoch_225,uid_166868,1965,72395,4632,6184,56671,30812,98017,25927,8667,141749,4277,3412
epoch_226,uid_128088,6896,4773,158830,927,2068,58706,5940,289,7675,93982,3444,97866
epoch_226,uid_267455,8667,56607,1612,3251,108709,385,6066,32892,4420,71282,3253,111924
epoch_226,uid_73381,2140,162602,3929,106011,62336,27674,5993,3600,6436,3789,45412,157338
epoch_226,uid_117628,56607,4191,1612,3929,8504,4342,440,8689,103801,53125,37736,102792
epoch_226,uid_21453,2140,1612,56607,4342,3929,8504,8689,37736,4916,4191,104712,103801
epoch_226,uid_229622,56607,4342,8689,98017,4916,1612,8667,25750,4441,5022,51498,4420
epoch_226,uid_167368,2140,7713,4420,4151,3789,8689,480,3289,56607,109895,3726,6337
epoch_226,uid_21772,112582,8504,1612,79057,6197,3929,56607,8689,5022,5033,62801,8667
epoch_226,uid_176555,8584,56607,62801,289,27722,5265,127178,53125,2212,4458,56805,6436
epoch_226,uid_166868,2140,3929,5265,6125,4342,66934,8928,104712,165141,1059,127178,1642
epoch_227,uid_128088,40959,50912,251,8376,6008,101074,6337,1654,1068,98361,97921,95307
epoch_227,uid_267455,2910,27821,101074,3718,6735,5940,71106,2678,96832,141749,4787,3771
epoch_227,uid_73381,2261,101074,116799,5297,7579,4503,27821,108715,7841,85790,3456,158238
epoch_227,uid_117628,116799,2678,3456,7579,101074,27821,26176,1484,157338,114847,5993,2261
epoch_227,uid_21453,101074,2261,116799,27821,7579,2678,114847,158238,58303,7841,6125,1484
epoch_227,uid_229622,116799,5297,7579,1484,26078,2678,8695,3456,4503,7841,2261,158238
epoch_227,uid_167368,1484,3456,116799,87004,2417,27821,114847,26176,5993,72479,8695,99305
epoch_227,uid_21772,2678,7579,3379,4503,25750,6125,101074,116799,27821,158238,2910,1484
epoch_227,uid_176555,3456,98361,116799,87004,4342,2678,1484,6008,158238,81191,114847,108715
epoch_227,uid_166868,8376,7579,7841,81191,2261,1376,2678,64983,101074,143271,34482,85790
epoch_228,uid_128088,65135,94677,1520,7396,76077,4945,3659,7062,136020,76210,6644,45412
epoch_228,uid_267455,104712,76210,4772,132555,4541,6252,71057,127128,5139,49932,2261,6858
epoch_228,uid_73381,76077,58351,3444,961,95149,3074,68522,54881,8695,136020,26078,7062
epoch_228,uid_117628,71106,4874,7841,961,30812,46772,84980,7713,98017,68522,8183,51498
epoch_228,uid_21453,58351,961,97908,5022,98017,68522,30812,7713,3830,132555,108715,139642
epoch_228,uid_229622,71106,4874,961,58351,132555,30812,3736,1464,8183,3347,6713,104712
epoch_228,uid_167368,71106,7841,84980,90717,4175,3074,961,6858,2910,5434,45412,3736
epoch_228,uid_21772,71106,97908,58351,961,108715,7713,30812,46772,3167,7841,98017,54881
epoch_228,uid_176555,49932,84189,84980,102792,2660,3659,6713,963,139642,3830,7713,25805
epoch_228,uid_166868,3074,8695,3444,58351,149011,7062,3659,68522,3830,6412,927,95149
epoch_229,uid_128088,26228,93740,93855,77629,8401,72129,27899,160848,112138,7763,3260,3261
epoch_229,uid_267455,346,26887,78174,3260,27768,142509,102588,2897,6670,182823,116799,3566
epoch_229,uid_73381,3260,3712,346,2212,6322,3566,85367,5940,31903,104712,114925,1447
epoch_229,uid_117628,3260,346,71282,85367,5940,2148,3474,3566,102588,98836,3718,8404
epoch_229,uid_21453,3260,346,85367,3566,6322,4999,71282,45175,5940,2143,3474,49932
epoch_229,uid_229622,3260,346,85367,5940,3474,3566,6322,114925,8404,45175,27768,98836
epoch_229,uid_167368,3260,3474,71468,71282,114925,346,98836,3600,78174,112582,5033,2212
epoch_229,uid_21772,346,3260,71282,85367,5940,32892,6322,102588,98836,6713,3718,3566
epoch_229,uid_176555,6322,1447,3260,109895,25777,4503,98836,53550,25750,3718,3801,3474
epoch_229,uid_166868,3260,6322,2363,5940,5444,7713,45175,77629,1447,6008,3566,31903
epoch_230,uid_128088,6322,109864,3712,2481,929,52042,87004,8199,27879,78316,2756,5004
epoch_230,uid_267455,2481,26176,6322,1447,52806,6134,44849,3871,5339,1651,5663,37736
epoch_230,uid_73381,65601,5004,4334,2481,3871,76210,8368,88235,45175,53349,58303,31689
epoch_230,uid_117628,5004,848,2481,97866,108715,32369,88235,1184,76210,4420,3984,8188
epoch_230,uid_21453,5004,2481,8667,1184,26176,32369,88235,6713,8188,129362,27155,87004
epoch_230,uid_229622,2481,5004,848,32369,129362,3984,88235,1184,3871,97866,3501,143385
epoch_230,uid_167368,3871,58351,2481,129362,8667,98361,848,5663,5367,26208,1184,3659
epoch_230,uid_21772,2481,5004,129362,26176,97866,88235,32369,1184,4420,87004,27155,72167
epoch_230,uid_176555,3871,8188,129362,13,85790,5339,4420,5198,3111,73321,1612,2481
epoch_230,uid_166868,3501,5339,8188,13,5297,3600,8815,5022,2481,88235,89343,131796
epoch_231,uid_128088,4951,8128,104780,85367,506,480,42197,3871,25752,3771,5339,4916
epoch_231,uid_267455,48326,84980,848,89343,6801,54881,1168,474,26082,4175,62336,3963
epoch_231,uid_73381,8266,141844,97866,111924,3649,6125,71468,151605,3008,26176,480,87004
epoch_231,uid_117628,141844,4175,7062,112450,3871,3726,87004,3649,132555,48326,3412,89343
epoch_231,uid_21453,7062,97866,141844,3871,3649,112450,62336,4175,98836,89343,3008,56671
epoch_231,uid_229622,27821,141844,7062,68522,87004,3649,26176,112450,6896,25752,62336,89343
epoch_231,uid_167368,3649,77201,89343,6215,5359,1642,5940,151605,7062,112450,107130,2847
epoch_231,uid_21772,141844,7062,4175,132555,2852,3871,48326,68522,3008,3649,89343,4389
epoch_231,uid_176555,5022,4389,112450,27821,4175,25920,7062,104712,32369,51884,89343,54881
epoch_231,uid_166868,8266,27821,8290,4175,71468,3649,97866,111924,58303,1879,150596,163959
epoch_232,uid_128088,142509,21,39444,769,84187,1870,2847,139721,81417,3035,211,6571
epoch_232,uid_267455,3035,7587,3736,7708,6116,55451,71468,31921,3474,33817,3375,4031
epoch_232,uid_73381,6008,7265,3375,3659,49932,3251,3035,7272,2417,51088,2847,78316
epoch_232,uid_117628,3035,7265,3375,3347,71468,111924,3659,141749,2417,3167,2852,129362
epoch_232,uid_21453,7265,3035,6008,3375,3347,71468,3659,7587,2417,3950,4420,3251
epoch_232,uid_229622,7265,3035,3375,3659,3950,3251,141749,71468,151605,7587,25773,6442
epoch_232,uid_167368,7265,80363,3347,3932,7587,141749,3375,6116,111924,3519,3167,106011
epoch_232,uid_21772,7265,3035,3375,55451,71468,4458,3950,7587,3347,149011,3659,81711
epoch_232,uid_176555,3347,3251,3375,7265,71468,31921,69992,4441,7587,3950,8291,3736
epoch_232,uid_166868,3375,95307,3035,4441,3251,7272,79057,49932,3789,31921,90522,51088
epoch_233,uid_128088,8667,114847,72167,4632,3253,6122,90603,170357,2417,26208,4473,114762
epoch_233,uid_267455,102194,5033,4046,6247,6122,95149,3659,25771,8128,51088,158238,2565
epoch_233,uid_73381,7386,2565,101525,72167,71745,2143,25771,3501,97692,4389,4095,43
epoch_233,uid_117628,7386,3253,3251,2565,4389,5359,289,44657,4095,6247,8815,43
epoch_233,uid_21453,7386,3253,25771,2565,6066,4389,43,95149,2847,289,6247,7126
epoch_233,uid_229622,7386,2565,25771,72167,6247,5033,114847,149011,3008,5825,6735,95149
epoch_233,uid_167368,2565,7386,3253,3251,53406,385,117192,6896,1313,170355,55402,4772
epoch_233,uid_21772,7386,3253,3251,2565,51498,114847,95149,151605,2417,141749,5359,53406
epoch_233,uid_176555,7386,25771,2565,2417,79541,157338,43,45412,848,6125,71745,5033
epoch_233,uid_166868,7386,3253,2565,53024,158238,71745,170357,6826,7763,139757,1612,44657
epoch_234,uid_128088,108709,6394,82173,3347,51088,2212,6558,143271,37955,4151,49932,53550
epoch_234,uid_267455,45175,4981,946,3161,4441,62801,6558,27251,6834,31689,26349,4438
epoch_234,uid_73381,595,32892,6394,58347,4438,27251,71057,127128,81711,98836,84980,3347
epoch_234,uid_117628,54881,4503,946,45175,38886,32892,3161,97692,27251,595,4438,95149
epoch_234,uid_21453,54881,38886,6394,946,4503,3984,4438,48326,31689,127128,141749,32892
epoch_234,uid_229622,54881,946,4175,97692,69640,4438,81711,6394,49647,6558,76210,58347
epoch_234,uid_167368,49932,4438,97692,6558,3161,54881,149011,27251,127128,85394,38886,114392
epoch_234,uid_21772,946,4438,97692,45175,6394,1958,31689,38886,76210,127128,170355,595
epoch_234,uid_176555,4438,6394,149011,5372,6597,48326,31689,5963,114074,58347,3984,32562
epoch_234,uid_166868,114847,32892,54881,6394,4438,6183,127128,135288,81847,2085,128604,5372
epoch_235,uid_128088,56805,79677,3412,149011,85394,666,3375,2626,3873,5963,5364,108715
epoch_235,uid_267455,3087,129362,72129,129781,60674,107130,7841,122940,3873,103801,6368,8504
epoch_235,uid_73381,108709,32369,4999,49647,139090,6571,62970,6122,26587,42197,118896,73587
epoch_235,uid_117628,2321,149011,139090,1168,90522,5912,3736,27768,151605,5364,1910,26587
epoch_235,uid_21453,2321,139090,49647,5364,149011,46,108709,6896,1168,5912,26587,62970
epoch_235,uid_229622,2321,4999,5364,7085,157338,46,7763,139090,5912,4981,62970,1447
epoch_235,uid_167368,108709,88235,139090,48326,26587,3950,1447,7085,3718,52950,60753,72129
epoch_235,uid_21772,2321,69640,139090,5364,49647,90522,1168,6442,62970,1447,33138,157338
epoch_235,uid_176555,88235,2321,69640,46,26587,49647,5364,80363,60674,8815,1168,111384
epoch_235,uid_166868,6571,101525,32369,961,157338,3726,69640,53322,1168,25771,60674,5364
epoch_236,uid_128088,3736,33817,2803,2910,141749,5406,5358,562,52806,81191,27722,3167
epoch_236,uid_267455,147372,84847,73268,46,25752,753,8188,97921,4095,6394,751,6215
epoch_236,uid_73381,6247,3736,147372,5434,66762,6713,4896,5963,1484,4046,7126,122940
epoch_236,uid_117628,143385,147372,62336,6713,73268,101577,5033,7587,31689,62801,79541,5434
epoch_236,uid_21453,147372,97692,3736,101577,73268,76210,118466,25752,62801,4095,5434,5033
epoch_236,uid_229622,147372,48326,37736,31689,62801,156369,73268,102588,122940,101577,63826,51884
epoch_236,uid_167368,156369,158238,129781,147372,97921,102194,101577,62336,79541,7176,31921,91571
epoch_236,uid_21772,143385,147372,37736,101577,25752,73268,108709,8188,4095,79541,91571,84980
epoch_236,uid_176555,4896,143385,147372,62336,6547,2250,156369,4095,102194,90522,76077,101577
epoch_236,uid_166868,143385,3718,4896,5963,5434,7085,6670,1484,110501,3008,5033,8504
epoch_237,uid_128088,7386,69992,8884,8927,5006,2660,183897,45175,6597,25773,91571,40723
epoch_237,uid_267455,8884,615,3519,674,7579,2250,5825,91134,160848,56908,91273,44731
epoch_237,uid_73381,141749,90522,85394,69992,1910,3474,149011,2370,2910,170355,25750,5825
epoch_237,uid_117628,963,615,55721,160848,8884,69992,114925,91571,5825,59105,3569,6597
epoch_237,uid_21453,963,8884,55721,90522,4441,52287,4151,160848,59105,84980,114392,5825
epoch_237,uid_229622,8884,55721,963,4389,108715,615,52287,160848,84980,69992,90522,66762
epoch_237,uid_167368,8884,91134,59105,4211,55721,211,66789,6597,6134,26082,26699,37736
epoch_237,uid_21772,8884,963,4441,674,160848,69992,289,59105,55721,1910,4151,3474
epoch_237,uid_176555,91134,141844,418,170355,8884,78316,55721,1910,1376,108709,98604,114392
epoch_237,uid_166868,85367,4211,69992,4151,6713,963,62336,3569,3474,848,4095,4464
epoch_238,uid_128088,5663,114635,59995,51498,89343,51660,3701,2061,1313,26529,106762,3301
epoch_238,uid_267455,98604,118466,4277,91199,26529,63826,1785,3701,4799,2885,3687,7930
epoch_238,uid_73381,109425,3701,5017,1785,26529,3167,56908,107130,51660,3519,8183,55451
epoch_238,uid_117628,6639,1785,6134,66762,5663,107130,99305,4151,3701,2847,114392,109425
epoch_238,uid_21453,5663,8183,3701,109425,1785,99305,107130,6134,3569,3074,56908,3519
epoch_238,uid_229622,1785,6639,4151,6134,99305,3569,32892,2847,59105,114392,107130,55451
epoch_238,uid_167368,4632,1785,53550,165141,26529,4503,31689,56908,6927,1959,147384,3687
epoch_238,uid_21772,6134,102123,3074,1785,107130,5663,3736,99305,109425,114392,339,3519
epoch_238,uid_176555,346,160848,102588,26082,6134,26529,3569,1785,7272,3701,8196,3811
epoch_238,uid_166868,4999,141844,102123,98836,3701,160848,3347,346,101577,26529,3811,2847
epoch_239,uid_128088,5372,4438,26699,26695,53024,147372,8724,162602,3896,346,385,2670
epoch_239,uid_267455,4617,72554,5993,140247,96062,5359,1642,5619,69849,91974,26249,1310
epoch_239,uid_73381,31804,5033,4981,4617,3569,85788,129362,6597,55721,26249,3984,5372
epoch_239,uid_117628,108709,91233,182823,4617,91974,4046,1447,385,51088,418,1464,1642
epoch_239,uid_21453,91233,91974,4617,385,1447,157338,51088,8815,5372,182823,4046,79541
epoch_239,uid_229622,4617,4046,385,927,182823,108709,91974,5372,91233,87192,51088,1310
epoch_239,uid_167368,91233,4981,90522,51088,85788,91974,182823,927,4046,26366,418,3111
epoch_239,uid_21772,4046,418,385,156369,4617,91233,182823,8815,1464,91974,31921,85788
epoch_239,uid_176555,91233,139855,31804,385,1879,182823,1310,171491,90528,51088,2696,4617
epoch_239,uid_166868,91233,48326,90528,133185,31804,85788,385,4046,4458,6776,27792,25866
epoch_240,uid_128088,4970,79541,27768,5461,158238,1310,3406,54881,4981,92498,79057,6858
epoch_240,uid_267455,96110,101577,7058,8196,106011,33138,2736,56060,104218,5364,5198,25805
epoch_240,uid_73381,89343,6896,91571,963,26208,7085,112450,26082,8915,140247,7058,99305
epoch_240,uid_117628,5339,6896,7085,7708,81711,6858,117192,56060,1313,3078,7003,6571
epoch_240,uid_21453,5339,6858,8724,25773,3444,26208,7058,98604,1313,114925,91571,96110
epoch_240,uid_229622,8815,6858,7708,5339,1313,3444,6368,91571,96110,98604,147380,8724
epoch_240,uid_167368,4095,8915,5314,96110,7058,56060,8196,139757,1168,6735,7003,3078
epoch_240,uid_21772,6858,6896,6571,5339,3444,1313,26208,98604,25805,8724,112450,106011
epoch_240,uid_176555,7085,25773,5314,55451,140247,117192,99305,5004,25763,6858,26208,6668
epoch_240,uid_166868,25773,25750,26887,107130,2417,106011,4981,8915,6679,4420,55451,74
epoch_241,uid_128088,2852,4211,615,44168,111384,8188,7033,97692,162598,2024,6997,2736
epoch_241,uid_267455,26587,5372,81191,139757,4632,117192,3111,4339,55851,5358,6547,6826
epoch_241,uid_73381,5359,385,114392,6679,4799,55851,615,26699,5625,139757,418,80126
epoch_241,uid_117628,81191,6668,5372,6735,127128,25805,26208,53349,7763,4211,2585,91622
epoch_241,uid_21453,615,69992,418,81191,139855,25805,6735,51498,6670,7763,6826,66762
epoch_241,uid_229622,26587,25805,101074,139855,26208,6834,8504,6668,6670,8188,5625,80126
epoch_241,uid_167368,81191,6826,3984,7763,5372,4008,92954,3250,6671,80126,95149,1958
epoch_241,uid_21772,26587,5372,81191,6668,53349,2847,55851,66762,5963,56671,139855,6834
epoch_241,uid_176555,32892,55851,27251,1958,6670,139757,5940,4277,91273,62970,73266,7841
epoch_241,uid_166868,50912,7126,2852,51884,2691,25805,4799,33138,37736,156369,66762,5004
epoch_242,uid_128088,49284,182823,73854,27664,66762,3365,5139,62594,122940,58492,6629,38886
epoch_242,uid_267455,106,3444,6629,1313,3078,152077,53349,84187,69992,211,42197,80126
epoch_242,uid_73381,4007,6629,179819,96832,5010,1168,156369,4473,5912,84395,106,49284
epoch_242,uid_117628,6629,6122,179819,56671,122940,139642,152077,156369,6394,4981,2558,5963
epoch_242,uid_21453,6629,85788,27768,179819,6122,53349,49284,6668,156369,102588,26249,4981
epoch_242,uid_229622,6629,6122,179819,56671,127128,1168,43,49284,4473,53349,26082,58492
epoch_242,uid_167368,6122,6629,8188,6394,26249,69849,2558,26695,60943,32906,120466,753
epoch_242,uid_21772,6122,6629,179819,106,43,122940,7272,8915,2558,152077,44657,110501
epoch_242,uid_176555,69849,6122,44731,38886,51660,2852,6066,7749,27664,3514,85788,62594
epoch_242,uid_166868,112450,4007,8183,93790,27867,139642,49284,96832,4473,6066,108709,99305
epoch_243,uid_128088,90522,146196,129362,26491,114925,73268,946,7492,71282,2570,52604,66789
epoch_243,uid_267455,27728,4010,90528,5004,6382,3003,33903,139855,171491,104780,2696,59607
epoch_243,uid_73381,4010,2024,5198,25805,2250,6134,6368,5358,8128,27728,751,182823
epoch_243,uid_117628,62970,4010,27728,45412,3074,63826,6436,2024,8128,96832,5358,139757
epoch_243,uid_21453,4010,27728,45412,8128,2250,63826,81711,2024,90528,3111,5358,33903
epoch_243,uid_229622,27728,4010,4095,2696,8128,6436,2250,171491,33903,45412,5963,139757
epoch_243,uid_167368,6368,27728,3444,4010,162598,6436,4909,103801,59607,62970,146196,3830
epoch_243,uid_21772,4010,2696,2250,27728,45412,8128,63826,90528,2024,6436,59607,171491
epoch_243,uid_176555,4010,2024,211,4046,4632,8667,59607,68522,6368,3444,7198,71282
epoch_243,uid_166868,2024,5198,946,4010,45412,7179,6134,7198,51498,211,62970,2330
epoch_244,uid_128088,44657,33138,6805,48082,99305,1642,130075,171491,48982,66934,3474,67997
epoch_244,uid_267455,51660,48560,30812,5337,26699,109425,5006,72479,86880,31150,6571,55872
epoch_244,uid_73381,102194,66789,2897,7767,98361,2885,4277,968,55872,5314,94469,78174
epoch_244,uid_117628,71057,968,66789,26082,26249,3444,158238,55851,98604,72479,94469,3111
epoch_244,uid_21453,71057,968,66789,146196,55851,51660,5314,4277,98361,94469,26082,425
epoch_244,uid_229622,71057,5434,55851,968,26887,418,66789,109425,32906,86880,51660,26699
epoch_244,uid_167368,30812,71057,26887,8504,8128,968,4617,55851,6668,7767,50705,90528
epoch_244,uid_21772,71057,968,105504,5434,66789,146196,51660,32906,26082,7763,5825,26249
epoch_244,uid_176555,31150,71057,55872,78174,968,6671,146196,6679,32906,81711,8504,2897
epoch_244,uid_166868,102194,71057,66789,670,4617,2897,51660,25850,98361,5314,6834,8128
epoch_245,uid_128088,25741,156369,80363,91199,140525,141397,102194,294,26840,963,107130,6442
epoch_245,uid_267455,5012,165141,7272,67997,25850,2370,6017,5017,91233,45412,170357,5314
epoch_245,uid_73381,146196,160848,1873,40946,6670,91273,8188,73876,5531,5333,65135,81191
epoch_245,uid_117628,146196,33138,170355,67997,91273,65135,2910,42197,8724,4632,44731,5017
epoch_245,uid_21453,67997,6436,91273,65135,44731,4632,111924,170355,44657,33138,40946,25750
epoch_245,uid_229622,146196,91273,111924,44731,67997,170355,4632,65135,81191,2910,139642,2024
epoch_245,uid_167368,157338,67997,44731,44849,91273,3566,42197,95443,5963,5017,6547,5012
epoch_245,uid_21772,67997,91273,139642,111924,44731,5017,4632,3111,97921,42197,3701,78174
epoch_245,uid_176555,42197,111924,5531,6442,2736,2910,106011,53322,141397,90620,5017,44849
epoch_245,uid_166868,1785,146196,40946,6122,5333,5017,5531,129362,8724,67997,6774,102588
epoch_246,uid_128088,49647,26887,89774,73876,26009,80,4874,92954,964,183611,1533,7587
epoch_246,uid_267455,6617,1533,33358,2801,58492,425,3858,8011,33463,4297,7773,45210
epoch_246,uid_73381,72591,90528,33463,67997,27664,26349,120466,753,8927,6858,1184,130075
epoch_246,uid_117628,90528,2250,78174,33463,7773,6617,73876,753,26887,6834,72554,27664
epoch_246,uid_21453,753,33463,78174,6617,73876,8011,2910,72591,27664,7773,2801,3964
epoch_246,uid_229622,78174,753,90528,103801,6617,33463,2801,72591,27664,3964,8011,120466
epoch_246,uid_167368,87192,45210,73876,72591,48560,8011,26349,32562,5006,2801,33463,2250
epoch_246,uid_21772,2801,6617,753,33463,8011,7773,87192,111362,73876,26887,42738,103801
epoch_246,uid_176555,33463,753,95149,1184,145066,73876,45210,114925,6617,66789,3964,72591
epoch_246,uid_166868,2250,8884,753,1184,418,33463,26699,84395,42738,26208,7936,145066
epoch_247,uid_128088,79987,96832,6670,6705,6713,53322,91273,5297,3205,52950,630,32582
epoch_247,uid_267455,1484,98361,26009,94126,26695,5625,5367,39444,66789,7198,43914,5531
epoch_247,uid_73381,1310,33817,6705,91974,117192,6617,1621,111384,6671,56060,104780,5367
