,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70,top_71,top_72,top_73,top_74,top_75,top_76,top_77,top_78,top_79,top_80,top_81,top_82,top_83,top_84,top_85,top_86,top_87,top_88,top_89,top_90,top_91,top_92,top_93,top_94,top_95,top_96,top_97,top_98,top_99,top_100
epoch_24,uid_89916,2067,8695,848,132555,7773,2261,7935,39444,103801,4474,178061,2070,993,6547,6779,3339,117192,76210,40870,6536,51884,3726,64575,106062,6597,48326,105037,2573,3600,4473,7943,2926,4128,80126,2691,132480,59784,99813,34155,1161,32825,506,170355,425,3456,2852,4371,3588,8491,98961,27905,60382,670,27,103141,134368,6638,55555,394,31903,140247,6197,4151,52885,1834,3830,101973,43914,82463,423,179401,31689,5461,103659,26249,98154,8959,8667,85016,27073,118466,69992,1621,3474,3769,3687,104780,3189,65642,53189,42009,1242,38198,58146,44731,33639,174055,5016,2231,2096
epoch_24,uid_200726,5604,106766,103801,946,81383,2926,7451,60943,8927,2067,136018,6125,51498,2070,4465,8188,5119,30850,42197,53024,132555,146196,184931,3538,6679,66371,103235,8695,117192,4151,134368,151315,1068,5417,143271,8491,6597,59784,72171,848,2189,41285,108715,90439,6638,52885,8496,7773,71106,3078,7935,6197,4213,52767,71928,25866,106062,3726,56060,7217,39444,84980,93272,63826,72591,2261,56885,50912,109895,85367,993,102792,4474,3519,27251,69849,4921,4981,2181,71468,32369,6668,6735,26176,3635,7647,51884,88345,48326,670,8724,6547,76210,163959,58351,2921,8131,25805,66789,32825
epoch_24,uid_244,2926,946,106766,3201,5991,7451,2067,3538,2070,8188,6822,5604,132555,7943,30850,2189,60943,8695,81383,53024,51498,32452,6638,37736,6668,147384,103801,88837,127178,8957,5337,8491,7647,848,7935,37853,3078,55555,42197,4151,2181,6597,58706,7773,64575,4916,2320,1068,69849,98154,108715,73587,81711,39444,2261,71106,56885,25805,4826,109895,143271,3726,60487,6735,106062,25866,6679,178061,2921,1240,4474,1651,52885,6412,52767,56060,58351,6011,26176,103235,65642,184931,7217,1161,32825,670,5625,88345,3339,3635,92498,751,104780,63826,26491,26208,3221,529,41571,114925
epoch_24,uid_220558,3444,2232,99305,37955,105037,48326,30846,8768,81711,769,4923,127178,57655,27905,68522,87405,69992,103235,1834,72171,8695,27768,31689,506,108729,5983,4787,7915,65642,4420,7134,3339,3658,106062,1753,146688,6459,167832,58351,5337,92498,53349,8183,109425,7136,2148,104712,130642,27801,91978,1168,2352,103801,92954,8338,3801,3519,115667,5819,25805,171315,66870,169164,2546,6638,3363,6708,213,75440,105504,7085,133185,51498,40870,81383,4474,4357,179401,848,7192,164821,71106,6066,93982,41571,6834,5064,131796,156387,4826,69830,136538,66789,126426,67997,108715,3776,52950,81156,50705
epoch_24,uid_250894,2926,8957,106766,8491,2067,2070,7943,151315,81383,848,5170,146196,65601,58706,3420,8188,53024,946,30850,4916,5337,3538,92498,93240,108715,3261,37736,7647,42197,117192,131796,103235,6125,73587,35,2921,60487,99813,7935,3339,4151,4826,3635,102407,98154,5604,69849,232,57274,6668,56060,6679,52885,27664,4617,7451,3221,103801,65642,3078,88345,25805,79274,114847,90620,751,63826,4289,45106,3379,6412,7773,39444,59784,106,50705,64575,32892,106062,88837,5390,8464,3577,4474,2320,114925,6927,2261,176933,109895,5297,26699,32369,5625,425,1447,4128,213,26176,48326
epoch_24,uid_169755,2926,107410,2678,7126,111924,4031,41571,4935,118700,6671,142509,3566,120392,2320,5033,3197,56251,1114,6394,3092,173941,4389,25856,64575,66762,32825,74750,6978,8183,2546,2070,7067,39444,77201,32525,46970,26529,98836,98122,4277,51884,6977,27899,26712,4191,3499,7254,3379,7720,7773,112582,26699,174055,751,47970,8491,6125,5817,60753,37736,63826,7647,394,101525,6571,6755,496,161582,232,146040,57655,92094,75440,2847,31694,70932,25850,7352,91233,506,4218,101741,4237,83827,4994,4632,88140,77667,81711,2071,2231,8981,79293,6429,25752,1068,8376,2940,2573,147380
epoch_24,uid_5275,2926,2067,5991,8188,946,3538,30850,6125,132555,157270,8927,5604,106766,102753,8695,8491,88837,81383,993,3201,39444,60943,103801,53024,6597,4277,281,2070,56060,47970,6822,162600,37736,70862,7935,6679,51498,73587,93790,8957,178061,6735,108715,6638,156387,6676,3635,90439,670,7773,6412,37853,106062,58706,6668,848,4916,2261,88345,5303,98154,7720,3769,7647,102792,4474,81711,3078,56885,1068,52885,5337,4826,103235,64575,50912,6011,7925,157338,109895,4371,2189,3726,3379,63826,32825,1161,40870,163959,5625,8496,143271,4999,2921,25866,25805,4191,41571,51660,3339
epoch_24,uid_275947,3538,103801,81383,6269,5991,946,5604,3420,5337,32825,2926,60753,129781,151315,7451,26840,1962,7706,848,8914,6385,58351,1161,90439,30850,58492,90620,25805,106766,6464,3769,109895,4942,7767,2261,58706,52885,128838,73587,3339,88837,5625,157270,6822,4420,72479,57274,92498,506,3600,3658,33817,52767,423,2070,98154,57655,1068,108715,959,63826,5461,53024,7355,4916,33639,8927,6394,3947,141844,93272,84980,99957,3379,6668,8584,26547,32452,45106,8183,149011,670,7647,117192,88345,56060,8491,5016,7202,1114,139642,102993,3726,7720,51498,163959,50705,6125,2841,993
epoch_24,uid_75629,5284,51660,3749,52448,65642,7171,1840,27155,51927,51884,27246,7126,3518,134849,96612,1755,3917,135288,96373,51357,7067,7062,7223,3696,3678,7238,7762,62801,53919,127052,101025,7492,63826,64983,127206,26693,26699,7302,26702,53406,3659,3661,53326,26713,26750,136538,27618,67957,142598,49932,109425,1313,27801,6944,6927,27820,49526,49422,4031,94150,146688,30846,147372,147750,93982,69830,1114,31184,1382,3993,27646,3992,95443,27660,27664,68444,7011,27695,140713,50703,27758,1482,50442,141397,1430,141749,141844,141846,94985,69027,6977,101285,62594,151315,25827,8609,112138,106540,3192,56908
epoch_24,uid_114724,2926,106766,946,2070,2067,7451,8188,3538,8491,2189,51498,5337,114670,42197,4916,30850,5604,58706,3577,81383,5170,6822,8957,102753,132555,53024,65601,88235,6638,127178,60943,848,8695,3078,7935,6597,147384,37736,103235,6668,103801,2320,88345,4151,5033,7355,60487,108715,69849,73587,6125,3726,58351,7698,178061,39444,98154,109895,6679,25805,26491,7217,63826,71106,670,134368,79274,106062,64575,92498,2261,117192,123,52885,56060,4474,1068,7787,3221,7647,56885,2921,45106,7773,6412,156387,3379,3801,131796,4826,65642,3339,3635,425,7134,1161,232,4617,30846,52767
epoch_24,uid_33249,2067,2926,7451,5991,2189,8957,106766,848,6822,946,2070,5170,6668,5604,53024,3538,30850,7647,60943,5337,3201,8927,51498,106062,39444,81383,6125,7773,162600,141844,1068,132555,47970,184931,35,2261,7935,103801,37736,32452,60487,3078,134368,25866,5303,6597,127178,4826,108715,104780,109895,3339,1651,32825,65642,131796,64575,6638,6011,2847,670,103235,178061,8695,156387,71106,8491,27478,8131,26840,88837,385,6735,45106,1161,56060,157338,4474,58492,56885,38886,102792,51884,6679,1240,7134,3830,103659,529,3726,143271,6536,2921,50912,4916,98154,3221,160954,3769,3635
epoch_24,uid_247668,2926,8957,2189,106766,6822,151315,3538,2067,81383,3201,946,8188,37736,102753,8491,132555,5337,5170,6668,4916,7943,4787,7451,58706,162600,8927,70862,65601,92498,52885,60487,848,184931,51498,53024,72171,39444,103801,5604,26840,3221,109895,232,7355,32825,127178,3339,45106,3726,147384,106062,7647,26491,3078,108715,3801,3769,6125,178061,143271,25866,8142,32369,134368,55555,71106,2320,7935,114925,7787,6679,79274,30846,26176,529,5333,2921,2261,98154,69849,88345,25805,4474,56060,3635,71468,751,1068,156387,103235,81711,26547,64575,6597,3830,65642,5390,123,27664,131796
epoch_24,uid_194125,90522,114392,1834,2320,7451,107312,211,165141,5004,7062,139855,25752,8932,26171,62849,2785,32562,1313,26249,670,184931,55118,2250,132480,136018,90439,5170,7713,6547,8695,4474,46865,8983,25866,92954,425,33463,8045,2155,4046,8914,81383,7669,74948,146309,8491,7217,39444,65596,6528,8724,31437,2537,103539,6776,93563,59784,7787,1947,2847,51884,4191,76210,31689,60943,26750,37733,162600,26491,157270,56060,6644,51498,67267,76091,5377,56152,4692,112582,171315,281,946,4151,8667,141844,2870,119139,4909,167036,126426,120813,147372,41769,129781,6735,8981,1184,5417,79293,51357
epoch_24,uid_63080,2189,848,7943,103235,2926,42197,4826,7915,6017,8491,2261,6668,6735,51498,25805,5390,7647,45106,5016,71468,79274,92498,71106,27664,106766,106,4151,3726,4297,4909,56885,98154,132555,156369,7217,2921,58706,65642,56805,184931,2250,106062,8183,6927,104780,5170,178061,56060,8959,7935,26082,81383,7451,25850,53024,2626,117192,6011,59784,32369,506,7720,48856,90528,94126,6679,1651,7773,55999,62594,147380,174055,33639,5333,7202,2070,4128,39444,7085,108729,93240,27722,1161,1612,26699,103659,27905,4289,57655,25866,80917,64575,27820,4175,3801,69992,88345,101741,5825,3658
epoch_24,uid_69627,2926,3538,106766,5991,2070,2067,162600,100244,6412,73266,60943,8957,102753,5337,7943,3661,848,6822,6735,7647,2261,103801,8188,6668,670,42197,8695,8491,30850,6638,163959,2189,141844,2181,81383,6679,7773,3339,6464,56060,178061,6597,136018,53024,103235,63826,88235,7134,58706,7217,3726,45106,52885,1161,6125,26491,4151,134368,3456,5297,37736,88837,130642,2320,65601,39444,7787,117192,26082,98154,4474,160954,48326,25805,131796,26208,73587,4916,103659,7720,1651,50912,5625,69849,72171,3769,57655,751,3635,2921,109895,4128,106062,6011,171315,108715,3221,2847,71106,7126
epoch_24,uid_30888,8695,6597,8404,2926,6011,132555,106766,5625,57274,6125,6735,7773,6822,103801,6547,70862,143271,4787,4921,102753,93855,73587,946,3726,751,7647,65596,3769,7925,7767,88837,7943,7069,3499,64575,1447,1161,2847,4826,41769,55555,1651,4128,98154,32452,25805,72479,30850,2921,4474,39444,7355,6668,81383,848,3456,7451,3221,170355,8496,56885,101525,62594,40870,62970,3635,81711,8957,4371,26491,58351,109895,52885,7134,48326,993,8491,90620,31689,5561,6638,120813,71468,26699,6679,2261,1068,1962,506,232,7935,4277,3801,7085,670,108715,6464,178061,134368,4334
epoch_24,uid_71789,2926,2067,3538,3201,946,106766,5991,8188,7451,30850,5604,132555,2070,6822,146309,60943,53024,3499,6668,2189,103801,81383,90439,8695,47970,8404,6597,37736,88837,51498,39444,6735,7773,1068,848,4916,8491,1161,162600,5033,37853,6125,4921,2261,993,156387,6638,670,108715,6679,58351,98154,8957,2320,32825,3339,25805,102792,4826,4474,64575,6412,178061,103235,3078,7647,52885,51660,106062,56885,3769,73587,8496,3726,184931,104780,2921,8131,174055,60487,55555,6011,8338,7935,79274,7698,134368,25866,109895,4371,3635,26699,52767,8183,56060,3830,1240,88345,160954,57655
epoch_24,uid_101100,2926,2067,106766,946,5604,3201,2070,7451,5991,3538,2189,60943,8188,7943,132555,114670,5337,51498,6822,848,30850,3078,81383,102753,8695,8491,7647,4916,2320,5170,37736,6676,42197,147384,127178,53024,108715,103801,72171,7935,134368,5033,6638,2181,56060,6668,184931,4151,6597,7773,4474,6679,106062,64575,3339,2261,156387,103235,143271,39444,88345,7787,178061,670,45106,3221,1651,4826,56885,7355,65642,1068,52885,6412,109895,3801,26491,5625,69849,52767,73587,3726,48326,32825,6735,38886,3635,50912,117192,71106,7217,92498,98154,4289,25805,26176,5390,157338,102792,425
epoch_24,uid_197753,59784,109895,58376,53024,2678,67267,37736,98017,4616,30850,4183,41285,6464,2870,25827,3947,93982,93740,959,4503,6394,3687,3071,8188,58351,68522,26750,418,69849,2926,78218,2000,151315,5390,3359,32369,4847,31437,161582,3204,670,113775,108715,6668,25856,1068,38384,62849,3993,6705,3153,3289,162600,5561,3769,5825,506,44694,3197,62594,6927,6822,3078,281,294,963,114925,178061,6067,103235,7925,129781,423,39444,27251,32825,128604,3499,7586,7936,4424,94126,8045,82242,101525,4787,33358,49284,7158,91978,2189,1313,141749,3347,160954,7272,99110,38198,6671,151455
epoch_24,uid_78389,3538,98122,7935,2189,69849,4921,88140,848,65596,2926,6125,5033,132555,8695,6735,2320,6676,109895,946,35,7773,4213,5604,127178,32369,106062,6679,4031,2261,8957,60487,106766,4289,71468,51498,64575,6668,8927,8491,3379,6638,7943,98154,3339,8914,131796,37853,88837,30850,26699,4371,103801,7915,42197,104780,4617,53024,92094,160954,178061,26840,7202,5825,88235,8959,8183,8338,7451,3635,41769,39444,4981,751,65642,27722,6597,3600,2181,55555,5625,56885,81711,5983,8496,51884,81383,37736,2841,59784,1962,2070,58351,147380,1068,90439,45106,6547,567,8584,32525
epoch_24,uid_89665,2926,3201,30850,2067,946,53024,3538,8188,6978,2070,81383,6394,2189,7451,60943,55555,4916,132555,6822,8695,4826,51498,5337,8491,47970,6676,90439,848,37736,162600,6668,6638,7935,26699,131796,4921,7647,993,56152,160954,156387,6735,109895,73587,1068,6597,52767,64575,6125,7773,3379,3078,2261,103801,98154,4474,8957,88345,7915,8496,81711,8338,65642,157338,3769,1240,5625,56885,58351,32825,6412,25866,1651,959,6011,8131,529,39444,90620,6679,143271,3339,56060,75440,3726,1161,3577,44694,92498,670,41571,30846,26491,163959,52885,108715,3221,7134,102792,79274
epoch_24,uid_78821,2067,8957,2926,8695,7943,8491,106766,3201,66371,51498,946,151315,2189,132555,2070,81383,58706,65601,71468,7647,53024,45106,3538,103801,6125,139642,7355,92498,4826,32452,114670,70862,25805,5604,64575,848,2573,60943,39444,26082,52767,2847,71106,8927,7451,42197,6668,88837,106062,134368,7935,117192,6412,7915,4128,7773,3221,26491,3078,2320,425,1651,2261,143271,81711,4213,5303,58351,89774,60487,52885,37736,30846,1068,6597,57274,30850,123,5390,3577,4916,80126,184931,109895,69849,73587,32825,8338,2181,102753,4031,63826,1447,4151,37853,26176,75440,7217,6638,142509
epoch_24,uid_236194,3114,40870,8695,6597,104881,51660,2847,4942,3569,87405,59016,88837,120392,120813,418,4151,26231,119139,52717,105504,84980,58351,93855,941,1068,3189,8496,6978,4408,161131,8131,72591,2067,4847,69992,3577,64575,6822,5561,102792,109895,6735,89343,41285,4994,2926,6306,6668,3947,3726,26750,32825,98122,8338,117511,101741,132555,55031,4079,37853,3769,6755,3538,174055,7935,3379,103801,6528,6571,5940,62801,7202,2061,6125,39444,6337,167036,26547,3474,1352,52950,7720,8667,4093,3367,2261,90439,73587,91978,58146,423,71106,56152,2320,58492,1921,55555,4371,6011,88235
epoch_24,uid_82050,2926,112582,102753,1654,7925,1161,30846,4617,6394,3328,7217,4085,88837,118466,2973,8491,4942,3498,25805,6125,4787,5372,3822,1068,104712,60753,98017,93855,1313,180297,65601,4916,6822,111924,2915,4632,96110,139642,959,126426,91978,6679,52885,4935,102993,5538,6927,55031,71468,2067,80126,8914,25812,108729,6887,2189,26176,961,4474,506,26231,51660,3952,63826,51418,141749,47970,8464,173925,60487,2320,33817,6638,2847,32452,27246,2940,58351,27478,27820,7942,26208,1447,8131,5625,98154,62849,7085,71106,4994,107410,946,4342,3197,91199,3379,3474,4095,81383,8183
epoch_24,uid_196953,7767,119139,6822,1068,174055,88235,6668,6638,3947,39444,46970,120392,7126,2067,25805,87405,67267,146309,6597,51660,104780,6247,98154,47970,4191,5561,6066,32452,1997,32825,3577,105504,2070,120813,63826,4031,3538,4787,6306,8188,232,156387,2926,7069,84980,7925,7202,27899,103801,55555,7773,64575,106062,6011,1673,37853,130642,3328,7720,2847,93855,3189,3726,179401,57274,104881,164821,132555,102792,184931,6735,178061,6713,81784,59016,139642,8496,122916,58303,32525,6429,2155,90528,4458,5016,6858,4095,4334,114925,62970,27768,4847,1114,48856,6679,146040,1654,147750,4921,1255
epoch_24,uid_22821,6822,2926,106766,3538,60943,8695,2067,5604,2189,132555,88837,30850,3201,6125,114670,7773,81383,2261,6668,7935,55555,52767,103801,114925,3661,4213,959,4151,7943,98154,7647,7451,993,32452,141844,1068,3339,56885,178061,25805,58706,90439,7069,7720,848,64575,104780,88235,5390,281,35,7925,6597,52885,6412,1651,3078,6011,6638,109895,26208,4474,4826,51660,143271,37736,3830,39444,8338,38886,93855,73587,53024,1161,3658,72479,2940,41571,163959,7134,88345,48326,66789,5625,8491,75440,26176,102792,26699,3769,7915,1962,63826,58351,5372,131796,506,5303,670,6679
epoch_24,uid_81822,3339,72171,7647,2926,7773,53024,114847,7935,48856,423,7767,5337,92498,7925,4935,7943,27905,2940,51498,848,7069,2261,8464,5001,6708,109895,2612,7942,8959,4473,6436,26529,6679,5992,3444,39444,40870,45106,56060,31689,5983,529,179401,8584,6779,6668,27722,64575,105504,2841,3600,123,4289,4909,31903,173941,4191,3197,106,8496,6197,167036,7085,4151,50705,1161,103659,27664,2666,41571,751,6536,3726,3111,176933,8724,5825,117922,7930,3801,89774,52885,615,4175,105037,63826,57655,2071,104881,60382,4237,769,3769,8011,5663,4474,1612,119155,26547,99813
epoch_24,uid_64366,106766,2189,7126,168330,2024,70862,3261,59315,6822,26082,2070,6961,109895,4826,30850,130642,2678,3538,127178,143271,108715,2926,993,5303,7069,4474,37853,8695,90439,7773,104780,84980,58492,4151,98154,57655,88235,3726,1068,41285,6011,848,8338,32825,959,3339,73587,59784,6125,5367,103235,25866,102792,52885,103801,6547,92498,79274,5604,26699,6668,132555,26176,4237,163959,2261,8914,91233,6464,88140,7647,7217,81784,3221,184931,529,104881,1352,72591,1050,114925,8927,6412,3379,3769,2915,56885,8183,1962,8131,232,6679,178061,41571,3577,4921,8496,56060,179401,51498
epoch_24,uid_190418,4916,7085,2070,32825,3153,4237,87405,5825,66371,6412,8491,143271,3769,8496,7720,56152,4371,423,6134,3444,8768,7698,64575,58351,69992,6464,2232,106062,156369,6735,56060,5604,8957,7029,4289,4994,59016,27722,5663,3379,3712,1834,385,25805,7217,80126,90439,4474,73587,48326,60950,5033,4095,5297,39444,848,7930,55451,169164,80917,6252,46772,63826,6066,1313,51418,31689,7202,99305,3339,6713,27867,6748,133185,68522,59784,8338,109425,27905,51498,179401,6927,52885,1168,90620,3658,7767,167036,105504,25763,59143,55031,2546,8724,8933,7451,93855,59105,2261,6306
epoch_24,uid_246021,8491,2926,5303,5337,6638,114847,30850,103235,109895,27664,136018,50705,53024,946,5170,7451,2189,4916,2155,101525,848,2070,151315,81383,8188,51498,4787,26491,66934,2320,92498,5604,126426,5983,39444,88837,65642,8927,1352,4994,56251,123,56060,65601,33817,4465,64575,132555,79274,58492,90439,176933,3769,4237,5333,959,3519,3221,2250,157338,90528,1651,3197,156387,4506,3261,103801,7787,6197,35,3801,6927,3577,167036,7647,1161,3993,45106,108715,7217,670,102407,63826,93272,27792,531,8142,5367,1962,68522,52950,425,117192,4617,102792,961,8695,98017,81191,2841
epoch_24,uid_91885,2926,5991,3538,3201,2067,106766,2070,6822,946,8188,2189,132555,7451,30850,81383,4031,7943,8695,5604,53024,32452,102753,6125,103801,6668,72171,58706,4213,8491,51498,6638,37853,90439,848,109895,4916,7935,69849,39444,5303,139642,5337,60487,1068,98154,71106,8957,106062,7720,4921,6735,37736,7773,6011,6597,4151,52767,64575,3726,25805,103235,52885,108715,7647,178061,25866,4826,2921,1240,73587,2320,6679,8338,3339,32825,7134,2261,58351,63826,1161,4474,3379,71468,117192,3635,3830,959,131796,79274,102792,6412,26840,7767,184931,3221,92498,51660,30846,56885,26176
epoch_24,uid_212531,2926,8491,2070,946,3201,3538,5991,81383,4916,8188,2189,6822,53024,5604,8695,7943,6676,132555,6597,2067,5337,70862,3078,1240,37736,51498,7647,7451,30850,117192,109895,178061,69849,2181,8957,7355,60487,6125,25866,103801,425,848,102753,98154,6638,4151,108715,143271,127178,106062,147384,4787,42197,73587,7935,4826,64575,102407,55999,103235,134368,2921,45106,7787,55555,88345,92498,184931,3801,7773,56060,56885,26840,75440,156387,30846,52767,2847,25805,4474,6668,71106,6679,32825,93272,52885,4921,131796,529,102792,5333,65642,5625,6412,90620,670,6735,71468,39444,48326
epoch_24,uid_130761,2070,53024,5604,81383,98122,2067,3261,2926,8695,8188,7773,106766,2189,6676,7451,5170,8927,848,946,88235,4826,4093,8957,51498,30850,3538,98154,6822,114392,103801,103235,139642,3661,5303,37853,6125,56885,184931,8496,84980,39869,32452,132555,81711,4787,1352,6011,90439,25866,88837,4031,7647,6735,52885,129781,114670,5461,6638,47970,5033,39444,1161,131796,1068,109895,112582,26491,8338,3483,163959,79274,3339,32825,58492,4213,3078,73587,89774,156387,50705,3153,57655,4334,8491,56060,58706,385,3769,6597,6668,25805,26840,44694,69849,27722,3726,117192,2261,52767,425
epoch_24,uid_52391,2926,106766,2067,5991,3201,8188,2189,3538,8491,946,81383,7943,70862,114670,2070,848,51498,30850,65601,4916,5337,42197,6638,8957,6822,108715,3078,7915,103801,53024,102753,7720,109895,132555,7647,160954,7925,4277,52767,37736,5604,529,5390,56060,4151,3726,48326,184931,56152,7451,106062,25866,64575,69849,56885,103235,92498,7355,7773,45106,6412,73587,25805,959,143271,98154,6735,6679,81711,3801,71106,7935,6668,6597,3221,3339,751,4921,90439,5460,52885,7787,30846,84980,2261,4474,156387,178061,385,79274,66789,63826,3635,7217,2320,7134,4237,4826,3830,4289
epoch_24,uid_267242,2926,2067,3538,106766,946,132555,2189,3201,2070,3499,8695,6638,6822,103801,7773,32452,42197,132480,6125,7451,147384,7943,56885,8188,81711,37736,2320,51498,848,4093,30850,8927,6735,364,88837,106062,71106,5604,39444,64575,8491,3339,55555,7925,6668,70862,134368,32825,4371,98154,6597,178061,4916,81383,6679,1068,53024,48326,66789,88345,104780,4213,109895,2921,58706,139642,7647,52767,52885,3726,117192,3830,8183,56060,751,1240,2181,2261,25866,50912,7935,733,3801,51884,73587,7134,108715,26491,7787,25805,92498,6011,8957,69849,5390,4826,179401,71468,184931,3769
epoch_24,uid_264440,81383,117511,4826,2189,7451,2070,162600,58492,8927,8695,53024,5991,4787,90439,56152,1068,946,7943,8932,5119,25805,71468,3261,60943,88837,5625,27478,65601,5461,7647,2926,35,848,2261,60753,8491,2067,1352,2847,26082,108715,92498,2573,141844,73587,60487,65642,156369,5377,169164,8045,4465,58351,44694,139642,6668,2320,106766,1161,45106,114670,3538,90528,30846,425,117192,3153,160954,8338,111924,27722,5170,103659,6017,64575,4093,88345,184931,32369,1114,6464,6679,57274,98154,4151,163959,4339,26547,1651,6676,7773,146040,93240,3769,33639,7217,80126,91273,157338,6547
epoch_24,uid_113299,946,2067,2926,5604,3538,6822,103801,39444,93240,8695,146196,98122,3769,3577,30850,6597,90439,1068,132555,51498,81383,4474,6125,52885,1161,4151,79684,7773,232,8188,108981,8496,106766,8183,4826,4031,7767,6668,4371,6638,87405,73587,7925,2189,2320,102792,76210,32825,751,35,40870,6011,5625,8131,104881,6547,106062,3499,7647,4191,58351,26491,88345,3726,2573,55555,63826,108715,93855,993,120813,6679,8957,27251,64575,6412,848,5303,179401,146309,733,670,58146,71468,2261,80126,3221,70862,8491,131796,170355,3379,31689,51660,27722,104780,81784,109895,3444,117192
epoch_24,uid_87939,2189,6067,27792,27695,7451,2070,130642,2926,53024,6822,7915,143271,7925,88345,946,848,68269,108715,31689,103659,3769,132555,157270,35,385,4474,178061,114925,69849,345,71468,4420,2320,151315,162600,1753,3538,4916,58492,91273,3221,37736,123,56885,58351,109895,5170,30846,26176,72479,40723,103801,8142,65642,1161,52885,80126,8927,32825,6412,56060,7706,26699,993,131796,232,4787,5333,6597,4237,7486,66789,52767,6125,170355,33817,50705,106062,5625,4921,6385,6668,156387,64575,58706,8914,55555,6638,1068,79274,140247,147384,8131,1313,73587,75440,25866,3519,7773,8496
epoch_24,uid_277092,2067,2926,1068,3364,26712,47970,2546,42197,8183,81383,93790,3726,232,848,106062,2189,53024,132555,4151,103235,37853,7720,102407,123,4826,4787,50705,5604,7943,4093,32452,60487,56885,2070,7134,8142,102753,8927,51498,7925,162600,26840,69849,39444,141844,118466,32892,5625,3801,8914,4999,6066,146309,8491,1962,2320,90439,92954,38384,6385,105037,8957,4371,1651,6125,3538,56152,30846,134368,64575,88345,57655,84189,959,72171,73587,751,58706,48326,1612,3519,69992,7451,84980,3379,62594,79274,4916,7763,2847,98154,114925,2250,2940,104780,104712,8496,131796,65601,3577
epoch_24,uid_239551,2926,106766,3201,7451,946,5170,151315,2070,8957,5337,5303,136018,30850,70862,146196,8188,88235,184931,8045,1068,88140,103801,102753,3261,143271,3538,72591,8491,6638,114670,51498,84189,3420,7943,848,6822,39444,93790,45106,5604,88837,4916,103235,90439,6668,123,7935,127178,27664,147384,52767,3078,53024,81383,52885,4151,106062,81711,48326,25805,7217,32452,156387,7355,128838,8927,178061,58706,2921,8183,3339,92498,7134,56060,26082,1161,117192,6735,6597,6412,33639,5033,105037,6528,670,64575,25866,102407,8584,93272,102792,57655,3769,8464,99813,7773,425,232,37853,3221
epoch_24,uid_182815,2067,2926,946,3201,106766,7451,5604,3538,114670,5991,8188,51498,2070,102753,8695,60943,848,7943,6822,103801,81383,132555,5170,3078,53024,2189,7647,30850,32452,8491,143271,90439,37736,4916,6125,4151,4474,5033,6638,42197,39444,108715,88837,2320,72171,6597,184931,7773,2181,103235,106062,6668,64575,81711,56060,48326,6412,52885,4921,45106,4826,25866,6679,25805,26491,178061,3577,1068,2261,7935,98154,425,52767,73587,6735,7787,7217,993,3221,3726,1651,3635,32825,102792,56885,670,3339,92498,63826,109895,69849,58351,1161,60487,2921,6011,117192,174055,3830,71106
epoch_24,uid_254394,2926,106766,2067,3201,946,5991,8188,5604,3538,2070,7451,51498,6822,2189,30850,8695,60943,114670,132555,848,102753,7943,81383,5337,58706,37736,8957,103801,3078,6125,7647,6638,72171,4916,88140,53024,8491,7935,42197,55555,7773,6668,108715,4151,88837,143271,3221,4474,6597,39444,81711,52767,670,184931,156387,106062,3339,109895,7925,1068,88345,2320,73587,56885,65642,64575,103235,178061,4826,69849,98154,32825,104780,25805,52885,6679,26208,3577,3726,3830,117192,45106,71106,26491,2261,3635,56060,6412,75440,6735,51884,751,58351,26699,7134,92498,102792,79274,529,114925
epoch_24,uid_269446,6306,77414,27768,8045,93326,5653,73876,32906,104881,3189,50442,78729,55419,1734,1068,4175,6822,145150,25850,5561,2237,87405,79684,39444,4278,93855,6755,2061,26750,941,26231,7935,91414,129362,7675,4319,7067,129781,143271,3204,5825,5602,139757,75440,53406,119145,31770,57147,26228,85438,4085,64716,98361,7029,7767,1935,115502,6849,109423,1352,7936,55253,89343,66762,3261,58146,81834,164821,2670,8927,7033,58351,130642,8131,109425,98056,2537,1482,179401,69992,927,8496,97921,993,74750,4847,6708,55272,76091,115667,3789,72129,1627,33004,2436,62801,3769,4218,94677,6834
epoch_24,uid_146366,2926,64575,130642,2189,2070,30850,88235,53024,5033,3661,132555,7069,1068,3201,39444,3538,6638,6668,51498,2847,7217,104780,6597,4921,65642,7134,7451,946,6011,5604,6822,3261,25805,35,8338,42197,169164,141844,6735,7355,2067,109895,8491,162600,8695,3379,58706,178061,41571,7935,26699,156387,45106,32825,7943,2181,959,6125,848,60943,3221,4916,25866,103801,48326,6412,69849,3658,7647,4826,105037,3444,26176,1161,98154,7787,7773,57655,2546,108729,103235,2320,5983,32525,72171,6558,26491,5390,52885,60487,184931,6671,1651,90620,68522,8584,232,27722,81383,3801
